Id,SalePrice
1461,123259.52460130806
1462,157043.15988742572
1463,185086.20405302948
1464,197666.45696103596
1465,188797.24250760203
1466,172007.48414663246
1467,177215.74141435343
1468,162663.45785659365
1469,182714.5700069656
1470,125075.84361499056
1471,190372.69259823512
1472,96095.30438495167
1473,97264.1319274463
1474,143698.33243323606
1475,108941.72024378635
1476,361264.99023665616
1477,252150.92547780828
1478,287044.67376916774
1479,295674.13114302163
1480,523308.94199538126
1481,313219.1443729309
1482,206951.70971695543
1483,177995.63748924533
1484,164725.4654252446
1485,185784.71937835845
1486,194800.3218998246
1487,331721.0175766131
1488,231118.95170773193
1489,201105.0785714421
1490,237893.16324637743
1491,194268.77820179702
1492,91722.12828251277
1493,185032.73086311974
1494,284689.1137478586
1495,281493.06757052627
1496,242081.07157128566
1497,181870.25063507314
1498,166901.0138991261
1499,160657.12525641767
1500,158324.01946289992
1501,177599.76913687156
1502,149064.4515279569
1503,293623.0569222215
1504,240595.91323987622
1505,225350.3531916943
1506,188561.04430446157
1507,257903.89340951853
1508,202912.36232256296
1509,156700.03011748512
1510,145552.1199845708
1511,150784.2178113722
1512,174519.3642418125
1513,146558.93052240464
1514,158440.83856803604
1515,187698.17882272883
1516,149916.15134861108
1517,164529.56752833107
1518,128964.98184306698
1519,217593.76960022142
1520,132220.77392329345
1521,135331.5224287255
1522,170008.2738914971
1523,114321.92475374998
1524,119931.01481962056
1525,120630.20856124599
1526,111731.53783217318
1527,105968.46045070689
1528,134883.26439986768
1529,148873.48922752813
1530,180552.65041480563
1531,102386.90758798698
1532,95876.05138055231
1533,142886.54932098227
1534,123145.35737161993
1535,155990.68550904168
1536,106385.45329023288
1537,63742.50559283947
1538,150546.77071044326
1539,189358.0523282352
1540,92343.10854288816
1541,137759.54971685473
1542,142959.35370741307
1543,199898.03584456572
1544,80981.26858309124
1545,114582.46879062512
1546,132248.27274012537
1547,136036.5674918036
1548,136131.04862002796
1549,122800.79416739571
1550,136521.14611959804
1551,106087.00006971619
1552,138289.00645212113
1553,150101.48278815407
1554,116980.47731980238
1555,159692.64572648366
1556,81545.16726946102
1557,98132.62861064618
1558,102968.62967545161
1559,71450.49710566827
1560,131700.4299950682
1561,130774.74062135923
1562,127947.29846936902
1563,120233.5771756804
1564,156385.1717792622
1565,152563.5919554858
1566,223933.26636337466
1567,77130.99744434518
1568,226164.46659449884
1569,135048.91820618566
1570,139451.39553393284
1571,117271.55964400235
1572,145213.84099923447
1573,245163.1547051258
1574,117405.3892706687
1575,223426.0091698668
1576,249049.7631717713
1577,191991.56050442497
1578,146981.59692843194
1579,144278.05467657157
1580,193665.2110244298
1581,147830.30314554303
1582,126691.12344005422
1583,306423.6217232805
1584,224463.96275897056
1585,138022.42825964338
1586,70354.13381636306
1587,99301.06147493022
1588,151485.71469548027
1589,96331.27117736387
1590,131573.22783295502
1591,94431.84027046621
1592,114847.36166686789
1593,123995.46542287157
1594,141804.60587155158
1595,113818.48226146429
1596,238312.23593334522
1597,195775.7283265576
1598,222379.06021187332
1599,164402.195609332
1600,156165.51933938582
1601,65642.8918405017
1602,110818.44422157518
1603,81605.78447815863
1604,263813.21812267514
1605,240854.69206029244
1606,164992.38807156924
1607,167620.89805885163
1608,212921.7917743415
1609,186379.9910733882
1610,150763.71201081792
1611,140054.0437778216
1612,171633.3663017538
1613,166529.88106689276
1614,119935.36347807369
1615,92383.36130941924
1616,77154.76381950866
1617,93328.90539712048
1618,122601.56278652459
1619,142065.75329698046
1620,157807.2754817492
1621,139112.13884017288
1622,142540.937743199
1623,258754.89539141158
1624,209751.30542861728
1625,119040.63833703467
1626,166098.94160417872
1627,193283.97892144485
1628,282368.8679454141
1629,176905.14930560347
1630,361427.4136021364
1631,217688.8774782883
1632,234890.18920738486
1633,170474.69940285129
1634,184614.02582386773
1635,176279.67265104956
1636,155176.72911927756
1637,206641.65019232797
1638,179596.1629656488
1639,184693.05797293
1640,249257.21252204225
1641,174274.07332181226
1642,243876.1212582501
1643,215864.21560152026
1644,236216.17648963263
1645,198850.4230130525
1646,162037.39834749151
1647,156476.25972773146
1648,130574.28602017098
1649,140837.4975000658
1650,113829.62193274287
1651,120078.96881090153
1652,97185.95647399574
1653,100342.25286118661
1654,141532.56358098265
1655,133594.06852288003
1656,139934.3173239603
1657,144214.26681193986
1658,139949.34957856179
1659,117863.23112310567
1660,159263.5859005567
1661,465933.0391407137
1662,395296.1228459551
1663,372784.49371722544
1664,512383.98888009146
1665,306384.31253322127
1666,343054.1117673984
1667,382370.40347665205
1668,342778.94764051575
1669,296544.54655784427
1670,344527.87929967657
1671,255280.83787362176
1672,459111.68071961135
1673,289595.1776336194
1674,235035.16491863795
1675,195189.9307547257
1676,196158.01305263175
1677,218269.4825262209
1678,491352.95281159854
1679,396939.7263123822
1680,331818.45260043035
1681,237951.446893276
1682,309903.42438438156
1683,180956.18904101587
1684,171305.72737803255
1685,170950.61655534565
1686,167473.03847975278
1687,168072.83521306788
1688,189659.85798278276
1689,197742.2263275499
1690,191233.08421342284
1691,182760.07161073634
1692,267997.91388988425
1693,170498.22842829645
1694,180957.77228648766
1695,165770.94919553673
1696,268346.5647525221
1697,171742.54461413622
1698,351681.17295007565
1699,304864.60987254506
1700,248383.2774880703
1701,264598.20041005226
1702,244872.39859045943
1703,239083.63016177455
1704,277436.1565361731
1705,228160.9813541256
1706,458891.456518095
1707,213195.5110087809
1708,205484.04104131908
1709,261354.77042663158
1710,220574.47016482707
1711,272941.1098399804
1712,255334.0007936864
1713,282032.53317246895
1714,221356.05349965097
1715,210091.4993314796
1716,178944.22647948787
1717,165421.57323940977
1718,132649.21276102762
1719,205780.60101747888
1720,244922.44612438598
1721,158439.97055696405
1722,128048.74338766545
1723,158728.148627618
1724,207739.27536332986
1725,240822.4661001849
1726,187791.0080838264
1727,160286.9278251373
1728,180498.01470325768
1729,167668.96291359092
1730,159637.61092343033
1731,122671.70629115423
1732,126876.03718964563
1733,115489.60001194064
1734,122543.26374377549
1735,127740.41566669356
1736,112676.48957371069
1737,302058.2601559146
1738,240401.06072601024
1739,249975.91689877468
1740,220437.00782990013
1741,191166.26830469246
1742,174241.78651268003
1743,177228.22621881962
1744,309846.5569020853
1745,216272.3242746974
1746,171121.93248395482
1747,214359.73627529098
1748,226363.60914288432
1749,149609.5669635833
1750,126096.15124574248
1751,238863.45745802682
1752,120093.46082099533
1753,149620.84110841446
1754,190436.94361725313
1755,166041.20447073257
1756,128247.50425403113
1757,121030.47123341021
1758,145947.82271756598
1759,157103.61462499655
1760,163381.92341115396
1761,144996.64338933185
1762,181763.06254232564
1763,173555.33527889362
1764,116108.6588744135
1765,164548.54223696166
1766,183770.74685833827
1767,220890.05003175407
1768,142475.67921524585
1769,172375.19546467715
1770,150622.1705512891
1771,123567.45359664885
1772,129900.68735949091
1773,130424.23273774184
1774,135289.4346324448
1775,138840.99428394632
1776,125811.33202764315
1777,110489.06983604276
1778,138000.89449683938
1779,119112.71666366828
1780,174038.6857393529
1781,125651.21457047264
1782,90103.1302164694
1783,147219.12037313182
1784,107269.82609272335
1785,120611.54966126944
1786,131445.4236687625
1787,163285.3797598587
1788,60457.234912627435
1789,97146.32149830274
1790,78267.65545613936
1791,180956.78552576294
1792,158921.68157946446
1793,129783.80864552388
1794,152399.46620068725
1795,133776.3465415868
1796,125067.29237709523
1797,116253.0706788613
1798,124055.3488134575
1799,108154.04799604854
1800,127703.05927560019
1801,130229.94741266881
1802,124122.0901980726
1803,145130.51359495166
1804,140113.21645725088
1805,133606.78224310608
1806,124987.03510837756
1807,126897.48868203831
1808,120899.41385252579
1809,122611.14630592524
1810,140798.74889985687
1811,93353.91116121213
1812,97112.06386969608
1813,123881.66910354684
1814,97059.39980425755
1815,53343.41528984482
1816,103344.85325552177
1817,114588.89192528368
1818,153452.99565702621
1819,124731.8036562829
1820,60514.8890798902
1821,108935.16335310566
1822,151027.46735608263
1823,47399.835535133876
1824,130460.2522733153
1825,133920.0364785416
1826,105608.53084718503
1827,99217.0236855342
1828,138298.92330337036
1829,115371.48251969181
1830,143687.4000952371
1831,138455.64819649502
1832,79178.83257001423
1833,132958.86280807524
1834,121839.08854196427
1835,123869.27964867403
1836,123681.76394987202
1837,83357.36416344761
1838,126242.13926932219
1839,97835.07605119982
1840,151431.25583503206
1841,135416.00599100807
1842,89779.19005251711
1843,131463.6983576
1844,133985.0104027306
1845,145623.27838289225
1846,154666.7297928878
1847,152024.82028112395
1848,53316.556784833854
1849,111426.19614942429
1850,117757.75348685677
1851,151781.34045452173
1852,119562.7969600247
1853,127515.9699752645
1854,163504.9341465412
1855,136598.2505197437
1856,219134.46579818564
1857,143519.60819900985
1858,138401.39067719327
1859,117448.3800763823
1860,148946.81881852634
1861,116570.30143215114
1862,309029.55509001954
1863,291099.6437259036
1864,291315.6087472473
1865,341390.8844860213
1866,338042.4734190012
1867,225022.18698986154
1868,296397.95835949946
1869,201801.08512487565
1870,221491.57560990294
1871,255708.54663643392
1872,174624.25821126363
1873,239110.48831715994
1874,148149.22237031406
1875,198597.64657877138
1876,199832.08162525098
1877,211666.82516684989
1878,207393.72060399075
1879,129199.2292047584
1880,135050.65840281584
1881,248255.57473076083
1882,243939.31387736567
1883,189353.71411763298
1884,207389.24442552228
1885,239255.53342583583
1886,292460.1038261739
1887,209121.85011442594
1888,269240.05544967536
1889,168494.19914516876
1890,122867.4659041116
1891,130939.03696989195
1892,97721.00062296906
1893,131630.94117174408
1894,125010.38252345988
1895,132064.08031613083
1896,124558.4716587363
1897,117649.64489402002
1898,112183.7052733739
1899,157408.31166730882
1900,152464.20114955434
1901,180391.2474754591
1902,150570.5383831916
1903,222472.1322292476
1904,145696.71104956648
1905,202218.7389991518
1906,170820.79495856163
1907,198754.47210693744
1908,112962.63220376166
1909,132888.9118245497
1910,120431.66894357809
1911,217725.9100981534
1912,327480.9980298367
1913,140876.10681599536
1914,65507.05431831343
1915,328724.2064755133
1916,63914.279577844354
1917,246875.6347849993
1918,143104.87408777166
1919,170560.7841885379
1920,151729.3367477221
1921,406265.42011187144
1922,327052.383802468
1923,218759.1870886858
1924,222713.1095552006
1925,193190.50334979917
1926,402272.19091987703
1927,133993.66520587457
1928,156600.49212945026
1929,120738.71499380222
1930,128688.1979441568
1931,141878.69688918657
1932,141506.17117643188
1933,191802.90512954092
1934,180561.2546983458
1935,173173.54814220837
1936,194053.50812546903
1937,183809.30181042556
1938,171739.33600659663
1939,231283.65752395417
1940,187710.75894014537
1941,170462.09077980416
1942,184756.10124290216
1943,211493.62624355842
1944,390213.5015778127
1945,408605.8557460541
1946,148666.1999637179
1947,322972.8035676521
1948,178175.34658023407
1949,247374.23718928394
1950,182676.1734127539
1951,240589.0481763586
1952,206402.33401137067
1953,171691.32406141242
1954,180440.6815352274
1955,136200.69816416755
1956,315800.3886668647
